CustId,Education,MaritalStat,AnnualInc,NumKids,NumTeen,DateEnrol,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Age,Age Group,Income Bracket
5847,Graduation,Divorced,69901.0,0,1,2013-05-29,95,312,21,206,102,92,3,7,3,10,5,0,0,0,0,0,0,52,50-60,60K-70K
5848,Graduation,Together,81205.0,0,0,2014-01-13,43,724,74,929,97,55,1,5,6,7,2,1,0,1,0,1,0,51,50-60,80K-90K
5863,Graduation,Married,47703.0,0,1,2013-05-29,95,359,0,134,13,26,4,6,3,8,5,0,0,0,0,0,0,68,60-70,40K-50K
5866,Graduation,Together,48186.0,1,0,2014-03-20,39,97,3,66,12,7,3,4,1,4,7,0,0,0,0,0,0,47,40-50,40K-50K
5868,Graduation,Married,19107.0,1,0,2013-08-22,49,2,4,9,10,5,2,1,0,3,7,0,0,0,0,0,0,41,40-50,Below 20K
5871,Master,Together,24401.0,0,0,2012-08-31,98,73,28,217,10,24,3,6,1,6,8,0,0,0,0,0,0,42,40-50,20K-30K
5872,Graduation,Single,60689.0,0,1,2013-01-06,23,240,90,216,63,6,4,4,4,10,3,0,0,0,0,0,0,70,60-70,60K-70K
5883,Graduation,Married,77981.0,1,0,2013-05-26,78,138,120,204,16,126,3,7,4,7,5,0,0,0,0,0,0,49,40-50,70K-80K
5885,Undergraduate,Married,35688.0,2,1,2012-08-22,94,73,3,90,12,1,7,4,1,4,8,0,0,0,0,0,0,48,40-50,30K-40K
5892,Graduation,Married,34968.0,1,0,2013-10-04,11,158,6,45,8,2,7,3,2,5,7,0,0,0,0,0,0,41,40-50,30K-40K
5896,Master,Married,73395.0,0,0,2014-03-18,94,272,7,80,20,7,1,4,4,6,2,0,0,0,0,0,0,34,30-40,70K-80K
5899,PhD,Together,5648.0,1,1,2014-03-13,68,28,0,6,1,1,1,1,0,0,20,1,0,0,0,0,0,71,70-80,Below 20K
5907,Master,Married,33444.0,1,1,2012-03-11,24,8,0,8,0,0,1,1,0,2,8,0,0,0,0,0,0,69,60-70,30K-40K
5909,Graduation,Married,58512.0,0,1,2013-09-19,25,895,10,101,13,0,5,3,4,8,8,0,0,0,0,0,0,57,50-60,50K-60K
5922,PhD,Married,40344.0,0,1,2013-10-13,48,210,0,6,0,0,2,4,1,5,7,0,0,0,0,0,0,47,40-50,40K-50K
5929,PhD,Married,37401.0,1,0,2014-06-05,14,19,3,19,3,1,2,2,0,3,7,0,0,0,0,0,0,48,40-50,30K-40K
5935,Master,Single,55284.0,0,1,2012-12-24,60,547,7,140,0,7,3,7,5,8,5,0,0,0,0,0,0,65,60-70,50K-60K
5939,Graduation,Together,38232.0,1,1,2014-01-17,84,43,5,28,7,6,4,3,1,3,5,0,0,0,0,0,0,50,40-50,30K-40K
5948,Graduation,Single,57338.0,0,1,2014-04-29,96,143,6,52,11,8,2,4,1,5,5,0,0,0,0,0,0,46,40-50,50K-60K
5954,Master,Divorced,42618.0,1,0,2013-09-10,92,76,14,74,13,5,2,5,0,4,8,0,0,0,0,0,0,49,40-50,40K-50K
5955,Graduation,Together,72025.0,0,0,2012-11-17,27,833,33,549,151,133,1,4,3,8,3,0,0,0,0,0,0,59,50-60,70K-80K
5956,PhD,Divorced,45072.0,1,2,2013-10-16,74,144,2,99,7,2,5,6,1,4,8,0,0,0,0,0,0,73,70-80,40K-50K
5959,Graduation,Single,35893.0,1,1,2012-10-15,80,158,0,23,0,0,6,3,1,5,8,0,0,0,0,0,0,53,50-60,30K-40K
5961,Graduation,Married,42693.0,1,0,2014-07-06,29,8,4,20,6,3,1,1,0,3,5,0,0,0,0,0,0,43,40-50,40K-50K
5966,PhD,Married,45207.0,1,1,2012-10-11,64,203,0,10,0,0,5,3,1,6,6,0,1,0,0,0,0,47,40-50,40K-50K
5967,Graduation,Together,33402.0,1,1,2013-07-18,60,26,2,19,10,5,3,2,1,3,8,0,0,0,0,0,0,69,60-70,30K-40K
5975,PhD,Single,40304.0,1,0,2013-09-30,82,37,0,17,0,0,1,2,0,3,7,0,0,0,0,0,0,54,50-60,40K-50K
5985,Master,Single,33168.0,0,1,2012-10-13,0,80,1,37,0,1,3,2,1,4,7,0,0,0,0,0,0,56,50-60,30K-40K
5987,Undergraduate,Together,10404.0,1,0,2014-04-05,52,2,2,11,10,6,2,1,0,4,5,0,0,0,0,0,0,32,30-40,Below 20K
5989,Undergraduate,Divorced,78353.0,0,1,2013-04-16,51,752,122,476,39,153,1,10,2,11,8,0,0,0,0,0,0,62,60-70,70K-80K
5991,Master,Married,48150.0,0,1,2013-08-06,24,173,2,39,3,2,3,5,1,4,7,0,0,0,0,0,0,72,70-80,40K-50K
5995,Graduation,Divorced,39552.0,1,1,2012-12-18,54,165,3,147,4,24,7,6,2,5,8,0,0,0,0,0,0,59,50-60,30K-40K
6001,Graduation,Married,56775.0,0,1,2013-02-01,62,614,35,160,58,35,2,5,8,10,5,0,0,0,0,0,0,42,40-50,50K-60K
6019,PhD,Married,37126.0,1,0,2014-03-30,9,45,3,9,4,4,1,1,2,2,6,1,0,0,0,0,0,50,40-50,30K-40K
6024,Graduation,Together,94384.0,0,0,2013-04-03,62,1111,24,790,160,45,0,5,8,5,2,0,1,1,1,0,0,68,60-70,90K-100K
6036,Master,Together,89120.0,0,0,2014-03-17,78,1168,92,408,72,129,1,5,6,7,1,0,0,1,0,0,0,62,60-70,80K-90K
6049,Master,Together,73450.0,0,0,2013-05-12,85,1142,51,415,90,69,1,7,8,11,3,1,0,0,1,0,0,39,30-40,70K-80K
6050,Undergraduate,Married,57036.0,0,1,2012-11-12,33,1171,43,219,19,14,4,6,3,13,9,1,0,0,0,0,0,46,40-50,50K-60K
6055,Graduation,Married,71626.0,0,0,2012-01-11,94,546,72,376,94,145,1,5,5,8,3,0,1,0,0,0,0,42,40-50,70K-80K
6059,PhD,Together,64504.0,1,2,2013-04-03,81,986,36,168,16,0,7,11,3,4,7,0,0,0,0,0,0,68,60-70,60K-70K
6071,Graduation,Single,81217.0,0,0,2013-07-19,77,493,70,324,146,40,1,3,7,11,1,0,0,0,0,0,0,32,30-40,80K-90K
6072,Master,Single,75345.0,0,0,2013-02-02,16,918,57,842,99,38,1,5,8,6,3,0,0,0,1,0,0,51,50-60,70K-80K
6086,Graduation,Married,80395.0,0,0,2013-11-23,62,445,25,706,80,76,1,6,5,12,2,0,0,0,1,0,0,66,60-70,80K-90K
6097,Graduation,Single,50664.0,1,1,2013-01-16,64,313,8,104,6,4,9,8,1,6,9,0,0,0,0,0,0,62,60-70,50K-60K
6103,Graduation,Married,42192.0,0,0,2013-06-09,40,40,15,15,17,6,1,2,1,3,4,0,0,0,0,0,0,73,70-80,40K-50K
6116,Undergraduate,Married,48985.0,0,1,2013-05-07,13,19,13,18,10,7,1,1,1,3,3,0,0,0,0,0,0,53,50-60,40K-50K
6119,PhD,Single,36736.0,1,1,2013-10-05,52,10,0,3,0,0,1,1,0,2,6,0,0,0,0,0,0,58,50-60,30K-40K
6131,Undergraduate,Married,70829.0,1,1,2013-01-12,87,141,70,106,72,19,2,4,2,8,3,0,0,0,0,0,0,41,40-50,70K-80K
6141,Master,Single,49494.0,1,0,2013-04-25,46,191,9,97,0,6,2,6,1,5,7,0,0,0,0,0,0,49,40-50,40K-50K
6142,Master,Married,65073.0,0,0,2013-08-20,65,629,17,177,69,0,1,5,3,5,2,0,0,0,0,0,1,78,70-80,60K-70K
6147,Graduation,Divorced,25818.0,1,0,2012-10-18,51,5,2,8,2,2,1,0,1,2,7,0,0,0,0,0,0,50,40-50,20K-30K
6168,Graduation,Divorced,45146.0,1,1,2013-07-15,28,33,0,5,0,0,2,1,1,2,4,0,0,0,0,0,0,58,50-60,40K-50K
6173,Graduation,Together,77298.0,0,1,2013-02-11,46,425,115,292,23,35,1,6,6,11,3,0,0,0,0,0,0,42,40-50,70K-80K
6177,PhD,Married,33454.0,1,0,2013-08-05,32,76,10,56,3,1,2,4,0,4,8,0,0,0,0,0,0,36,30-40,30K-40K
6181,Undergraduate,Together,52203.0,0,0,2012-07-31,36,488,21,238,56,108,1,8,7,11,6,0,0,0,0,0,0,71,70-80,50K-60K
6182,Graduation,Together,26646.0,1,0,2014-10-02,26,11,4,20,10,3,2,2,0,4,6,0,0,0,0,0,0,37,30-40,20K-30K
6183,Master,Married,58646.0,0,1,2013-10-06,3,62,1,44,6,5,1,2,1,4,4,0,0,0,0,0,0,59,50-60,50K-60K
6184,PhD,Married,68462.0,0,0,2012-12-12,6,561,64,785,84,128,1,3,3,8,1,0,0,0,0,0,0,52,50-60,60K-70K
6197,PhD,Single,27238.0,1,1,2013-04-20,39,37,0,17,0,0,3,3,0,3,9,0,0,0,0,0,0,59,50-60,20K-30K
6200,Graduation,Married,75903.0,0,1,2013-08-04,50,340,108,185,130,38,2,6,6,9,3,0,0,0,0,0,0,70,60-70,70K-80K
6201,Graduation,Single,38643.0,1,1,2013-11-29,45,22,2,14,0,1,2,2,0,3,7,0,0,0,0,0,1,43,40-50,30K-40K
6202,Graduation,Together,63381.0,0,1,2012-05-10,78,571,50,142,33,50,4,4,5,13,2,0,0,0,0,0,0,61,60-70,60K-70K
6203,Graduation,Together,74485.0,0,0,2013-08-24,58,499,149,815,173,49,1,6,7,12,3,0,0,0,0,0,0,74,70-80,70K-80K
6205,Master,Single,32557.0,1,0,2014-02-24,13,34,3,29,0,4,3,2,1,3,5,0,0,0,0,0,0,54,50-60,30K-40K
6211,PhD,Together,37395.0,1,0,2014-02-05,47,18,0,9,0,1,1,1,0,3,6,0,0,0,0,0,0,45,40-50,30K-40K
6214,Master,Married,43815.0,1,0,2013-05-04,53,14,10,29,4,7,1,2,0,3,6,0,0,0,0,0,0,39,30-40,40K-50K
6215,Graduation,Married,31353.0,1,1,2013-12-29,24,10,0,10,3,1,2,1,1,2,8,0,0,0,0,0,0,44,40-50,30K-40K
6218,Graduation,Married,59594.0,0,1,2012-10-20,74,457,4,29,0,0,1,8,1,7,7,0,1,0,0,0,0,56,50-60,50K-60K
6222,Graduation,Married,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,0,3,7,0,0,0,0,0,0,54,50-60,20K-30K
6230,Graduation,Divorced,44421.0,1,1,2013-02-15,53,110,5,59,7,1,5,5,0,4,8,0,0,0,0,0,0,50,40-50,40K-50K
6233,Graduation,Married,65991.0,0,1,2012-07-09,21,507,19,364,25,47,3,9,5,10,7,0,0,0,0,0,0,45,40-50,60K-70K
6237,PhD,Single,7144.0,0,2,2013-07-12,92,81,4,33,5,2,0,23,1,1,0,0,0,0,0,0,0,55,50-60,Below 20K
6245,PhD,Together,59292.0,0,1,2013-06-13,71,378,14,68,19,14,2,3,5,8,3,0,0,0,0,0,0,71,70-80,50K-60K
6246,Graduation,Single,73892.0,0,0,2013-11-13,40,703,102,601,0,58,1,3,11,8,1,0,0,0,0,0,0,68,60-70,70K-80K
6248,Master,Single,91712.0,0,0,2013-10-17,47,1276,24,746,94,29,0,9,7,11,3,0,0,1,0,0,0,74,70-80,90K-100K
6250,PhD,Widow,54356.0,0,1,2012-11-19,62,710,15,30,20,0,3,11,2,8,8,0,0,0,0,0,0,72,70-80,50K-60K
6255,Master,Together,70545.0,0,1,2014-03-06,29,138,39,63,55,18,1,4,1,7,2,0,0,0,0,0,0,69,60-70,70K-80K
6257,Master,Single,60482.0,0,1,2013-01-23,81,255,43,134,37,14,1,7,2,7,7,0,0,0,0,0,0,45,40-50,60K-70K
6260,Master,Together,82384.0,0,0,2012-11-19,55,984,51,432,180,120,1,3,10,13,1,0,0,1,0,0,0,66,60-70,80K-90K
6261,Graduation,Married,58025.0,0,1,2013-11-26,81,270,31,88,11,48,3,3,2,10,4,0,0,0,0,0,0,42,40-50,50K-60K
6262,Master,Single,72217.0,0,0,2013-10-04,93,816,42,450,55,56,1,3,10,8,2,0,0,0,0,0,0,59,50-60,70K-80K
6263,Graduation,Together,35322.0,1,2,2012-08-22,34,28,9,37,12,7,3,2,0,4,8,0,0,0,0,0,0,53,50-60,30K-40K
6271,PhD,Married,50870.0,0,1,2014-06-19,13,53,0,8,0,0,1,2,0,3,5,0,0,0,0,0,0,69,60-70,50K-60K
6274,Master,Married,83790.0,0,0,2013-11-15,81,1076,16,417,42,48,1,8,10,6,3,0,1,1,0,0,0,73,70-80,80K-90K
6281,Graduation,Divorced,55686.0,0,1,2013-02-14,27,673,0,199,37,47,2,6,3,5,4,1,0,0,0,0,0,55,50-60,50K-60K
6283,Master,Divorced,63841.0,0,1,2013-04-21,64,635,15,100,20,7,1,9,3,9,6,0,0,0,0,0,0,53,50-60,60K-70K
6287,Graduation,Together,34728.0,1,0,2013-07-30,2,14,0,16,0,0,1,1,1,2,6,0,0,0,0,0,0,35,30-40,30K-40K
6289,Master,Together,59385.0,1,1,2013-04-28,85,135,0,10,0,4,2,3,1,4,5,0,0,0,0,0,0,70,60-70,50K-60K
6292,PhD,Married,82333.0,0,0,2013-03-30,60,1311,0,359,46,89,1,4,3,10,2,0,0,1,0,0,0,35,30-40,80K-90K
6295,Graduation,Married,54233.0,0,1,2013-04-02,46,652,8,158,21,0,4,11,6,5,8,0,0,0,0,0,0,44,40-50,50K-60K
6299,PhD,Divorced,42564.0,0,1,2013-02-01,28,324,48,186,39,18,6,6,8,4,7,1,0,0,0,0,0,53,50-60,40K-50K
6303,PhD,Together,91820.0,0,0,2013-11-23,72,410,73,747,76,161,0,5,5,12,1,0,0,0,0,0,0,35,30-40,90K-100K
6310,Graduation,Married,33039.0,1,0,2013-09-09,4,30,8,12,8,8,1,2,0,4,5,0,0,0,0,0,0,43,40-50,30K-40K
6312,Graduation,Married,65031.0,0,1,2013-03-17,29,258,107,291,84,37,4,10,3,13,7,0,0,0,0,0,0,62,60-70,60K-70K
6318,Graduation,Married,68487.0,0,0,2013-01-13,48,758,12,385,33,89,1,9,7,13,4,0,0,0,0,0,0,33,30-40,60K-70K
6320,Master,Single,70893.0,0,0,2013-06-02,42,768,44,561,77,44,1,6,6,10,3,0,0,0,0,0,0,45,40-50,70K-80K
6327,Graduation,Together,65777.0,0,0,2013-12-19,87,565,32,435,28,32,1,2,8,6,1,0,0,0,0,0,0,54,50-60,60K-70K
6336,Graduation,Married,29315.0,1,1,2014-06-04,55,13,2,14,8,7,4,2,0,4,6,0,0,0,0,0,0,61,60-70,20K-30K
6340,Graduation,Single,29938.0,1,0,2013-10-27,52,3,3,7,0,2,2,1,0,3,6,0,0,0,0,0,0,36,30-40,20K-30K
6343,Graduation,Married,79823.0,0,1,2014-03-31,6,835,73,380,114,73,1,6,9,7,2,0,1,0,0,0,0,62,60-70,70K-80K
6347,Basic,Single,15862.0,1,0,2013-06-27,26,1,1,4,11,9,1,1,0,3,8,0,0,0,0,0,0,42,40-50,Below 20K
6349,Master,Divorced,61787.0,0,0,2013-06-07,71,621,73,414,78,48,1,8,4,6,5,0,0,0,0,0,0,34,30-40,60K-70K
6354,Graduation,Together,15345.0,1,0,2012-08-31,51,5,2,16,3,2,2,1,1,2,8,0,0,0,0,0,0,37,30-40,Below 20K
6355,Graduation,Married,44359.0,1,1,2014-06-17,19,20,0,14,7,3,3,2,0,4,3,0,0,0,0,0,0,43,40-50,40K-50K
6357,Undergraduate,Divorced,59052.0,0,1,2013-11-17,29,230,35,75,63,57,3,7,1,7,5,0,0,0,0,0,0,62,60-70,50K-60K
6365,Undergraduate,Married,30390.0,0,0,2013-02-09,5,10,12,12,25,1,1,2,0,3,6,0,0,0,0,0,0,34,30-40,30K-40K
6374,PhD,Married,36930.0,0,1,2013-05-17,50,223,2,31,0,2,5,5,2,4,8,0,0,0,0,0,0,67,60-70,30K-40K
6376,Graduation,Single,57537.0,1,0,2013-10-06,83,191,56,139,51,8,4,4,3,8,4,0,0,0,0,0,0,42,40-50,50K-60K
6379,Master,Widow,47570.0,1,1,2013-05-29,3,67,1,20,0,2,3,2,2,2,7,0,0,0,0,0,0,72,70-80,40K-50K
6382,Graduation,Together,48794.0,1,1,2014-06-26,97,25,0,11,3,0,1,1,0,3,4,0,0,0,0,0,0,68,60-70,40K-50K
6383,PhD,Together,32892.0,1,0,2014-05-25,78,26,0,15,2,1,2,3,0,3,8,0,0,0,0,0,0,50,40-50,30K-40K
6384,Graduation,Divorced,71022.0,0,1,2014-11-02,30,909,12,278,0,12,3,5,2,11,8,1,0,0,0,0,0,43,40-50,70K-80K
6387,PhD,Together,52190.0,1,1,2014-08-05,39,42,0,17,0,0,3,2,1,3,5,1,0,0,0,0,0,45,40-50,50K-60K
6398,Basic,Married,18393.0,1,0,2014-03-29,2,7,10,13,16,0,2,3,0,3,8,0,0,0,0,0,0,47,40-50,Below 20K
6404,Graduation,Together,58917.0,1,2,2013-03-24,10,151,7,89,0,7,5,4,1,6,5,0,0,0,0,0,0,52,50-60,50K-60K
6406,Master,Married,78285.0,0,0,2013-10-28,13,647,107,391,175,67,1,6,4,10,3,0,0,0,0,0,0,33,30-40,70K-80K
6409,Graduation,Divorced,57136.0,0,0,2013-05-18,18,267,140,599,34,12,1,7,5,7,6,0,0,0,0,0,0,54,50-60,50K-60K
6417,Master,Together,80573.0,0,0,2012-10-14,85,829,138,430,60,92,1,4,6,13,2,0,0,0,0,0,0,50,40-50,80K-90K
6421,Graduation,Together,88347.0,0,0,2013-03-07,32,1050,178,555,77,138,1,4,7,9,1,0,0,0,1,0,0,60,50-60,80K-90K
6422,Graduation,Married,86718.0,0,0,2013-01-17,20,344,189,482,50,33,1,5,6,5,2,0,0,0,0,0,0,67,60-70,80K-90K
6424,Graduation,Together,33178.0,1,0,2014-01-30,9,12,6,2,11,2,1,1,0,3,4,0,0,0,0,0,0,44,40-50,30K-40K
6428,PhD,Widow,76842.0,0,0,2014-03-05,37,605,10,345,84,54,1,1,8,7,0,0,0,0,0,0,0,71,70-80,70K-80K
6431,PhD,Married,45759.0,1,1,2013-02-23,13,42,1,18,3,0,2,2,0,3,7,0,0,0,0,0,0,57,50-60,40K-50K
6437,Undergraduate,Single,41473.0,1,0,2013-06-19,80,21,8,20,15,3,1,2,0,3,7,0,0,0,0,0,0,36,30-40,40K-50K
6439,Graduation,Married,61074.0,0,1,2012-08-17,37,789,0,133,0,28,7,11,5,8,7,0,0,0,0,0,0,63,60-70,60K-70K
6445,Graduation,Together,66825.0,0,0,2013-07-14,73,243,101,405,29,40,1,4,5,6,2,0,0,0,0,0,0,54,50-60,60K-70K
6457,Graduation,Divorced,64892.0,0,1,2014-05-29,77,527,24,230,32,24,2,6,4,12,4,0,0,0,0,0,0,45,40-50,60K-70K
6460,Graduation,Married,28718.0,1,0,2013-07-13,78,12,4,6,11,8,2,2,0,3,8,0,0,0,0,0,0,39,30-40,20K-30K
6461,Master,Single,62772.0,0,1,2013-05-19,74,581,49,157,43,8,1,5,6,11,2,0,1,0,0,0,0,52,50-60,60K-70K
6466,PhD,Married,57236.0,1,1,2014-12-03,22,105,0,9,2,1,3,2,1,4,3,0,0,0,0,0,0,56,50-60,50K-60K
6471,Master,Single,36230.0,1,0,2013-10-17,17,14,2,30,8,2,1,2,0,4,5,0,0,0,0,0,0,50,40-50,30K-40K
6488,PhD,Married,38829.0,0,1,2014-06-04,86,76,0,7,0,0,1,3,2,2,5,0,0,0,0,0,0,62,60-70,30K-40K
6497,Graduation,Married,51651.0,0,1,2012-07-11,32,293,6,23,13,6,4,6,2,5,8,0,0,0,0,0,0,61,60-70,50K-60K
6504,Undergraduate,Together,19789.0,1,0,2013-11-20,24,2,5,9,28,6,3,2,1,3,5,1,0,0,0,0,0,46,40-50,Below 20K
6507,Graduation,Single,30828.0,1,0,2013-04-10,16,16,11,15,2,0,2,1,1,4,3,0,0,0,0,0,0,41,40-50,30K-40K
6515,Graduation,Together,39771.0,1,0,2013-06-12,92,6,2,18,2,8,1,2,0,3,4,0,0,0,0,0,0,44,40-50,30K-40K
6516,Basic,Married,17487.0,1,0,2013-03-18,37,0,0,1,7,4,1,1,0,2,7,0,0,0,0,0,0,32,30-40,Below 20K
6518,PhD,Widow,67680.0,0,1,2013-11-06,8,546,0,48,0,6,1,7,3,8,5,0,0,0,0,0,0,70,60-70,60K-70K
6521,Graduation,Together,77972.0,0,0,2014-03-18,18,613,22,319,33,102,1,4,6,9,1,0,0,0,0,0,0,67,60-70,70K-80K
6528,Master,Together,18492.0,1,0,2014-05-06,75,2,2,2,2,1,1,1,0,2,8,0,0,0,0,0,0,39,30-40,Below 20K
6534,Graduation,Together,47889.0,1,0,2014-04-01,94,29,0,29,0,5,1,2,0,3,5,0,0,0,0,0,0,47,40-50,40K-50K
6543,Master,Together,62847.0,0,0,2013-01-15,45,521,168,706,80,76,1,3,6,4,2,0,0,0,0,0,0,76,70-80,60K-70K
6544,PhD,Together,67911.0,0,1,2014-05-22,63,529,0,356,63,28,3,6,7,11,3,0,0,0,0,0,0,72,70-80,60K-70K
6565,Master,Married,76995.0,0,1,2013-03-28,91,1012,80,498,0,16,2,11,4,9,5,0,0,0,1,0,0,72,70-80,70K-80K
6566,PhD,Married,72550.0,1,1,2012-08-11,39,826,50,317,50,38,9,5,2,12,8,0,0,0,0,0,0,67,60-70,70K-80K
6568,Graduation,Married,38680.0,1,0,2013-03-28,97,11,0,36,15,5,1,2,0,3,7,0,0,0,0,0,0,37,30-40,30K-40K
6575,Graduation,Together,56386.0,1,1,2012-10-27,51,230,48,214,13,32,8,9,1,7,9,0,0,0,0,0,0,40,30-40,50K-60K
6583,Undergraduate,Married,72635.0,0,0,2013-03-06,54,390,22,323,104,35,1,6,8,6,3,0,0,0,1,0,0,66,60-70,70K-80K
6605,PhD,Divorced,55614.0,0,0,2013-11-27,85,504,13,131,8,0,1,9,4,6,7,0,1,0,0,0,0,77,70-80,50K-60K
6606,Master,Married,70091.0,1,0,2013-03-31,11,964,34,137,15,0,2,5,2,10,8,0,1,0,0,0,0,52,50-60,70K-80K
6609,Graduation,Widow,27038.0,0,0,2012-09-18,64,1,26,25,17,23,1,3,0,3,9,0,0,0,0,0,0,55,50-60,20K-30K
6613,Master,Married,44511.0,1,0,2012-12-10,39,513,7,133,46,14,6,8,4,8,8,0,0,0,0,0,0,51,50-60,40K-50K
6616,Graduation,Together,59481.0,0,1,2013-10-23,47,178,3,85,71,66,2,3,3,8,2,0,0,0,0,0,0,46,40-50,50K-60K
6619,Graduation,Married,38415.0,1,1,2013-02-01,91,22,1,13,4,0,2,1,0,3,7,0,0,0,0,0,0,43,40-50,30K-40K
6634,Master,Divorced,33462.0,1,0,2013-07-08,78,22,3,18,0,0,1,2,0,3,7,0,0,0,0,0,0,42,40-50,30K-40K
6637,Graduation,Single,66951.0,0,0,2013-02-11,46,277,162,305,173,76,1,3,4,7,1,0,0,0,0,0,0,33,30-40,60K-70K
6642,Graduation,Divorced,27215.0,2,1,2013-01-23,50,30,5,22,8,9,4,2,1,4,6,0,0,0,0,0,0,60,50-60,20K-30K
6646,Graduation,Together,16529.0,1,0,2014-01-03,23,3,0,5,13,0,1,1,0,3,6,0,0,0,0,0,0,37,30-40,Below 20K
6652,Graduation,Married,77343.0,0,0,2014-09-06,28,227,151,573,98,54,1,3,4,9,1,0,0,0,0,0,0,56,50-60,70K-80K
6653,PhD,Married,55158.0,1,1,2012-07-30,72,293,0,87,4,11,4,7,2,5,7,0,0,0,0,0,0,51,50-60,50K-60K
6658,Graduation,Together,59868.0,0,1,2013-07-22,37,771,51,154,54,10,7,11,2,12,6,0,0,0,0,0,0,49,40-50,50K-60K
6661,Graduation,Married,67445.0,0,1,2012-12-08,63,757,80,217,29,80,5,9,6,12,6,0,0,0,0,0,0,47,40-50,60K-70K
6663,PhD,Single,51141.0,0,0,2013-08-07,96,144,0,7,0,0,1,3,1,4,5,0,0,0,0,0,0,81,80+,50K-60K
6673,Graduation,Single,23478.0,0,0,2013-03-19,51,28,6,27,12,17,1,3,0,3,8,0,0,0,0,0,0,56,50-60,20K-30K
6678,Graduation,Together,31928.0,1,0,2014-03-28,5,33,4,24,4,2,2,3,0,4,7,0,0,0,0,0,0,32,30-40,30K-40K
6679,Graduation,Single,33279.0,0,0,2014-12-06,29,10,3,3,0,0,1,0,0,3,3,0,0,0,0,0,0,55,50-60,30K-40K
6682,Basic,Married,18978.0,1,0,2012-11-12,41,2,8,1,4,7,1,1,0,3,8,0,0,0,0,0,0,48,40-50,Below 20K
6690,Master,Married,38179.0,1,1,2013-03-14,30,38,4,22,4,2,4,3,1,3,7,0,0,0,0,0,0,55,50-60,30K-40K
6694,Graduation,Married,75236.0,0,1,2013-11-25,27,438,66,400,12,38,1,8,3,13,4,0,0,0,0,0,0,57,50-60,70K-80K
6710,Master,Single,58217.0,2,1,2012-11-17,84,68,1,13,3,5,1,2,0,4,6,0,0,0,0,0,0,70,60-70,50K-60K
6715,PhD,Single,60200.0,0,1,2013-02-01,3,502,19,132,0,6,6,6,2,11,6,0,0,0,0,0,0,73,70-80,60K-70K
6720,Master,Together,43795.0,0,1,2013-10-16,11,314,11,53,4,3,3,7,3,4,7,0,1,0,0,0,0,53,50-60,40K-50K
6721,Graduation,Married,71965.0,0,1,2013-07-29,21,572,19,286,50,38,3,6,3,5,3,0,0,0,0,0,0,70,60-70,70K-80K
6722,PhD,Married,70421.0,0,1,2014-06-28,98,479,28,136,75,14,3,10,3,7,6,0,0,0,0,0,0,67,60-70,70K-80K
6728,Graduation,Together,29103.0,1,0,2012-08-27,38,16,0,17,6,3,2,1,0,3,9,0,0,0,0,0,0,36,30-40,20K-30K
6729,Graduation,Single,68655.0,0,0,2012-10-08,95,456,19,832,75,118,1,4,5,11,3,0,0,0,0,0,0,33,30-40,60K-70K
6730,Graduation,Married,38998.0,1,1,2012-03-11,92,34,1,14,0,0,3,2,0,3,8,0,0,0,0,0,1,67,60-70,30K-40K
6742,Graduation,Married,17688.0,1,0,2013-01-13,82,2,2,1,3,1,1,1,0,2,8,0,0,0,0,0,1,42,40-50,Below 20K
6749,Graduation,Single,86358.0,1,1,2012-08-08,78,957,47,494,82,47,4,5,3,6,8,0,0,0,0,0,0,55,50-60,80K-90K
6768,Graduation,Divorced,37859.0,1,2,2013-12-01,75,22,1,8,2,1,2,1,0,3,8,0,0,0,0,0,0,59,50-60,30K-40K
6770,Graduation,Married,21355.0,1,0,2013-08-20,5,5,13,14,0,5,2,2,1,2,6,1,0,0,0,0,0,36,30-40,20K-30K
6798,Graduation,Single,37070.0,1,1,2013-03-20,30,231,7,137,4,15,9,5,1,8,7,0,0,0,0,0,0,55,50-60,30K-40K
6810,Graduation,Divorced,82025.0,0,0,2013-05-28,76,267,98,606,48,70,1,3,2,6,1,0,0,1,0,0,0,38,30-40,80K-90K
6815,Undergraduate,Married,96547.0,0,0,2014-05-23,4,448,21,125,52,101,0,7,6,8,2,1,0,1,1,0,0,41,40-50,90K-100K
6818,Graduation,Married,44989.0,0,1,2012-12-09,26,98,0,106,49,10,5,5,1,5,6,0,0,0,0,0,0,47,40-50,40K-50K
6825,Graduation,Together,41452.0,1,1,2013-06-03,86,13,0,3,0,0,1,1,0,2,7,0,0,0,0,0,0,68,60-70,40K-50K
6853,Master,Single,75777.0,0,0,2013-04-07,12,712,26,538,69,13,1,3,6,11,1,0,1,1,0,0,0,39,30-40,70K-80K
6856,Graduation,Together,21645.0,1,0,2012-03-09,75,14,0,23,4,5,3,3,0,3,9,0,0,0,0,0,0,42,40-50,20K-30K
6859,Graduation,Single,29236.0,1,0,2013-08-10,30,37,4,24,16,9,2,4,0,3,9,0,0,0,0,0,0,34,30-40,20K-30K
